Age,Gender,Marital Status,Occupation,Vehicle Age,Vehicle,Property Value,Zip Code,Claim History,Coverage Type,Premium
62,Female,Divorced,Small Business Owner,10,Buick Encore,558506,OL4 1ES,No,Comprehensive,7622
35,Male,Divorced,Engineer,10,Ford F-150,237687,SE1 8DP,No,Collision,9896
55,Female,Widowed,Retired,11,Toyota Camry,477222,TQ2 5HB,No,Liability-only,4462
52,Female,Married,Retired,17,Audi Q5,546907,TQ2 5HB,Yes,Comprehensive,2159
32,Male,Single,Teacher,5,Nissan Altima,550686,CW1 2BB,No,Liability-only,5626
42,Female,Widowed,Nurse,13,Hyundai Elantra,252652,E1 6AN,Yes,Comprehensive,8056
54,Female,Single,Driver,10,Buick Encore,475341,SE1 8DP,Yes,Collision,4722
45,Male,Single,IT Professional,9,Audi Q5,669846,TQ2 5HB,No,Comprehensive,4560
27,Female,Widowed,Student,17,Hyundai Elantra,352668,BD1 3EB,No,Comprehensive,7117
56,Female,Divorced,Retired,1,Buick Encore,547516,E1 6AN,No,Liability-only,7589
34,Female,Single,Student,4,Ford F-150,212601,OL4 1ES,Yes,Comprehensive,7849
56,Male,Single,Sales Associate,4,Hyundai Elantra,286559,CV1 2WT,No,Collision,3243
39,Male,Married,Driver,18,Buick Encore,186282,BD1 3EB,No,Collision,9177
43,Female,Divorced,IT Professional,9,Toyota Camry,376137,SE1 8DP,Yes,Comprehensive,2760
61,Male,Single,Nurse,18,Ford F-150,527591,SW1A 1AA,No,Comprehensive,6442
42,Female,Married,Engineer,14,Audi Q5,309876,AL1 3NJ,No,Liability-only,8679
34,Female,Divorced,IT Professional,15,Audi Q5,423302,BS2 8JD,Yes,Liability-only,3675
30,Female,Widowed,IT Professional,6,Nissan Altima,355229,BD1 3EB,Yes,Collision,8124
37,Female,Widowed,Engineer,10,BMW X5,160547,BD1 3EB,Yes,Liability-only,6781
42,Female,Married,Small Business Owner,15,Honda Accord,500857,AL1 3NJ,Yes,Comprehensive,4236
21,Male,Widowed,Nurse,4,Toyota Camry,414603,PE1 1HA,Yes,Collision,6898
27,Female,Single,Teacher,18,Ford F-150,213146,CV1 2WT,No,Liability-only,9235
20,Male,Divorced,Student,18,Hyundai Elantra,515721,TQ2 5HB,No,Collision,9680
58,Male,Single,Retired,17,Audi Q5,515871,TQ2 5HB,Yes,Comprehensive,5276
62,Female,Single,IT Professional,12,Toyota Camry,462604,TQ2 5HB,No,Liability-only,5723
35,Female,Widowed,Sales Associate,7,Ford F-150,232970,AL1 3NJ,No,Comprehensive,6644
64,Male,Single,Engineer,16,Ford F-150,319319,M1 1AA,Yes,Comprehensive,2115
53,Male,Widowed,Student,11,Hyundai Elantra,689707,M1 1AA,Yes,Collision,2781
64,Male,Divorced,Driver,14,Ford F-150,152921,BD1 3EB,Yes,Collision,9842
39,Female,Divorced,Engineer,3,Tesla Model S,629177,TQ2 5HB,No,Collision,2876
51,Male,Single,Driver,19,Toyota Camry,592900,PE1 1HA,Yes,Liability-only,6363
64,Female,Married,Nurse,18,Buick Encore,294535,OL4 1ES,No,Liability-only,9532
25,Female,Widowed,IT Professional,10,Audi Q5,671317,PE1 1HA,No,Collision,4375
57,Female,Widowed,Sales Associate,6,Audi Q5,610221,MK9 1AN,No,Liability-only,3750
61,Male,Single,Retired,13,Buick Encore,222828,M1 1AA,No,Liability-only,4276
36,Female,Widowed,Driver,10,Toyota Camry,501206,PE1 1HA,Yes,Collision,1448
59,Female,Widowed,Student,18,Honda Accord,205152,PE1 1HA,No,Comprehensive,6537
58,Female,Married,Small Business Owner,16,Toyota Camry,370073,SW1A 1AA,Yes,Liability-only,5172
54,Female,Married,Nurse,6,Toyota Corolla,508635,CV1 2WT,No,Liability-only,9989
23,Female,Single,Small Business Owner,13,Ford F-150,373393,BD1 3EB,Yes,Comprehensive,4496
43,Male,Married,Nurse,4,BMW X5,236569,MK9 1AN,Yes,Comprehensive,3182
51,Female,Single,Teacher,14,Hyundai Elantra,559579,DN1 1QR,Yes,Comprehensive,4326
62,Female,Divorced,Student,1,Tesla Model S,602220,SW1A 1AA,No,Collision,9837
23,Male,Single,Small Business Owner,5,BMW X5,272537,CV1 2WT,No,Comprehensive,1719
54,Female,Divorced,Sales Associate,8,Buick Encore,203806,OL4 1ES,No,Collision,2522
50,Male,Single,IT Professional,12,Hyundai Elantra,434464,OL4 1ES,Yes,Comprehensive,7756
39,Female,Widowed,Engineer,2,Hyundai Elantra,491115,M1 1AA,No,Comprehensive,7627
38,Male,Married,Retired,12,Hyundai Elantra,323217,SE1 8DP,No,Collision,2069
23,Male,Divorced,IT Professional,5,Audi Q5,344760,AL1 3NJ,No,Collision,6562
23,Female,Single,IT Professional,5,Tesla Model S,460725,CW1 2BB,Yes,Comprehensive,8749
21,Female,Married,Nurse,13,Audi Q5,695042,BD1 3EB,No,Comprehensive,5887
47,Female,Single,Sales Associate,9,Ford F-150,219837,DN1 1QR,No,Comprehensive,5674
28,Male,Married,Nurse,10,Toyota Corolla,368811,SE1 8DP,Yes,Liability-only,3156
47,Male,Married,Lawyer,1,Nissan Altima,472666,SW1A 1AA,Yes,Comprehensive,8944
48,Male,Single,Driver,3,Tesla Model S,667447,BD1 3EB,Yes,Collision,5139
41,Female,Divorced,Retired,18,BMW X5,262099,AL1 3NJ,Yes,Liability-only,6629
26,Male,Divorced,Driver,12,Ford F-150,235015,AL1 3NJ,Yes,Collision,8087
20,Male,Widowed,Engineer,3,Toyota Camry,327171,E1 6AN,Yes,Liability-only,6078
48,Female,Married,Lawyer,9,Buick Encore,543522,MK9 1AN,No,Liability-only,7405
57,Male,Widowed,Student,2,Toyota Corolla,500639,CV1 2WT,No,Collision,7871
54,Male,Widowed,Engineer,3,Ford F-150,254332,SW1A 1AA,Yes,Liability-only,1632
53,Female,Single,Engineer,14,Toyota Camry,680624,M1 1AA,No,Collision,3199
41,Male,Single,Teacher,4,Toyota Corolla,524344,E1 6AN,Yes,Comprehensive,6353
48,Female,Single,Retired,19,Toyota Camry,429400,OL4 1ES,No,Liability-only,3910
23,Female,Married,Nurse,13,Tesla Model S,330889,CW1 2BB,Yes,Collision,1622
19,Female,Single,Sales Associate,7,Toyota Camry,649920,MK9 1AN,Yes,Liability-only,7073
37,Female,Single,Driver,12,Toyota Corolla,445863,TQ2 5HB,No,Collision,1360
45,Female,Married,Engineer,3,Toyota Camry,195704,SW1A 1AA,No,Comprehensive,7365
28,Male,Married,Driver,9,BMW X5,492135,M1 1AA,No,Comprehensive,9401
21,Male,Divorced,Driver,2,Ford F-150,490492,OL4 1ES,No,Liability-only,4943
32,Female,Single,Student,9,Toyota Corolla,376884,PE1 1HA,No,Liability-only,5869
23,Female,Single,Retired,12,BMW X5,317848,CV1 2WT,No,Collision,9128
47,Male,Single,Retired,12,Toyota Camry,422204,CV1 2WT,No,Collision,1877
55,Female,Divorced,Small Business Owner,15,Toyota Camry,621808,MK9 1AN,No,Liability-only,5795
19,Female,Single,IT Professional,2,Hyundai Elantra,462067,CV1 2WT,Yes,Collision,8791
32,Female,Divorced,Retired,18,Toyota Corolla,228563,E1 6AN,No,Collision,3523
28,Male,Widowed,Driver,13,Tesla Model S,239779,BS2 8JD,No,Collision,7270
25,Male,Divorced,Nurse,14,Toyota Camry,249704,DN1 1QR,Yes,Liability-only,9583
43,Female,Widowed,Driver,5,Buick Encore,411757,DN1 1QR,Yes,Comprehensive,7623
62,Female,Single,Nurse,10,Audi Q5,260234,SE1 8DP,Yes,Comprehensive,6088
61,Male,Widowed,Small Business Owner,12,Nissan Altima,473831,AL1 3NJ,Yes,Collision,8564
22,Male,Divorced,Nurse,10,Audi Q5,186491,CW1 2BB,No,Liability-only,8066
23,Female,Married,Retired,11,Tesla Model S,495922,AL1 3NJ,No,Collision,7545
43,Female,Widowed,Student,2,Ford F-150,170448,BS2 8JD,Yes,Comprehensive,3321
21,Male,Widowed,Nurse,5,Honda Accord,654393,PE1 1HA,Yes,Collision,9149
36,Male,Single,Driver,7,Buick Encore,463694,PE1 1HA,No,Comprehensive,9125
37,Male,Divorced,Sales Associate,6,Honda Accord,433590,PE1 1HA,No,Liability-only,9330
50,Female,Widowed,Retired,3,Toyota Camry,488723,M1 1AA,No,Collision,9294
37,Male,Widowed,Sales Associate,13,Ford F-150,235615,MK9 1AN,No,Liability-only,6333
29,Female,Widowed,Lawyer,3,BMW X5,167101,OL4 1ES,Yes,Collision,9675
64,Male,Widowed,Lawyer,6,Toyota Camry,440160,OL4 1ES,No,Collision,8858
18,Male,Married,Driver,11,Honda Accord,587869,TQ2 5HB,Yes,Collision,5319
43,Male,Divorced,Lawyer,17,Toyota Camry,360005,PE1 1HA,Yes,Collision,6389
31,Male,Single,IT Professional,10,Nissan Altima,196539,CW1 2BB,Yes,Collision,2848
55,Female,Single,Small Business Owner,12,Hyundai Elantra,566232,MK9 1AN,No,Liability-only,4205
54,Female,Married,Retired,17,Nissan Altima,336272,TQ2 5HB,Yes,Liability-only,3161
28,Male,Divorced,Sales Associate,4,Ford F-150,623484,E1 6AN,No,Comprehensive,2464
53,Female,Widowed,Driver,2,BMW X5,603503,CW1 2BB,Yes,Collision,1643
30,Male,Married,IT Professional,11,Nissan Altima,265042,CW1 2BB,No,Comprehensive,6351
60,Male,Divorced,Driver,7,Toyota Corolla,277922,OL4 1ES,Yes,Liability-only,5553
20,Male,Widowed,IT Professional,2,BMW X5,242447,TQ2 5HB,Yes,Comprehensive,7518
50,Male,Married,Lawyer,18,Honda Accord,495546,CV1 2WT,No,Liability-only,6723
23,Female,Divorced,Lawyer,4,Nissan Altima,454751,CW1 2BB,No,Collision,8946
27,Male,Single,Nurse,8,Hyundai Elantra,308693,CW1 2BB,Yes,Comprehensive,1610
22,Male,Single,Teacher,14,BMW X5,162823,AL1 3NJ,Yes,Comprehensive,5302
40,Female,Divorced,Driver,12,Toyota Camry,179986,CV1 2WT,No,Comprehensive,2543
27,Male,Single,Nurse,18,Hyundai Elantra,660119,MK9 1AN,Yes,Comprehensive,2466
61,Male,Divorced,Retired,11,Toyota Camry,540069,OL4 1ES,No,Collision,7236
19,Male,Widowed,Nurse,8,Nissan Altima,400476,E1 6AN,No,Liability-only,2181
30,Female,Divorced,Engineer,2,Buick Encore,207771,DN1 1QR,Yes,Liability-only,3146
57,Male,Widowed,Lawyer,15,Buick Encore,204973,SE1 8DP,No,Collision,3272
19,Female,Married,Engineer,9,Honda Accord,685244,OL4 1ES,Yes,Liability-only,5536
37,Male,Divorced,Driver,19,Hyundai Elantra,236839,OL4 1ES,No,Comprehensive,1719
18,Male,Married,Sales Associate,8,Toyota Camry,317605,CW1 2BB,No,Collision,5680
54,Female,Single,Sales Associate,19,Tesla Model S,666754,AL1 3NJ,Yes,Liability-only,4472
26,Male,Widowed,Retired,5,Hyundai Elantra,251131,BS2 8JD,No,Collision,4642
34,Male,Divorced,Nurse,11,Toyota Corolla,479738,PE1 1HA,Yes,Collision,1063
26,Female,Married,Sales Associate,15,Honda Accord,685807,BD1 3EB,No,Liability-only,1559
28,Female,Widowed,IT Professional,8,Audi Q5,151832,SW1A 1AA,No,Liability-only,8446
32,Female,Widowed,IT Professional,19,Audi Q5,631641,AL1 3NJ,No,Collision,2733
41,Female,Single,Retired,8,Toyota Camry,255474,BS2 8JD,No,Collision,9861
55,Female,Single,Small Business Owner,19,Buick Encore,187570,CW1 2BB,Yes,Liability-only,4894
52,Male,Widowed,Lawyer,18,BMW X5,631193,CW1 2BB,No,Collision,2542
47,Female,Widowed,Nurse,10,Toyota Corolla,188311,DN1 1QR,No,Liability-only,3415
48,Male,Divorced,Driver,7,Audi Q5,502389,E1 6AN,No,Collision,7090
22,Male,Widowed,Student,9,Toyota Camry,236879,TQ2 5HB,Yes,Collision,6217
61,Male,Divorced,Student,1,Toyota Camry,690027,BS2 8JD,Yes,Collision,6387
31,Female,Widowed,Student,19,Nissan Altima,216202,MK9 1AN,Yes,Liability-only,6179
28,Female,Single,Sales Associate,5,Buick Encore,248580,M1 1AA,Yes,Comprehensive,9187
26,Male,Divorced,Small Business Owner,19,Hyundai Elantra,229599,MK9 1AN,No,Liability-only,7643
51,Female,Married,Small Business Owner,1,BMW X5,451614,DN1 1QR,No,Collision,8660
29,Female,Single,Nurse,15,Nissan Altima,487109,PE1 1HA,No,Comprehensive,3458
52,Female,Divorced,Nurse,16,Audi Q5,537476,TQ2 5HB,Yes,Comprehensive,7028
52,Female,Divorced,Small Business Owner,7,BMW X5,541825,BD1 3EB,Yes,Collision,6447
18,Male,Married,Retired,12,Honda Accord,450141,MK9 1AN,No,Liability-only,5559
57,Male,Divorced,Nurse,8,Buick Encore,341012,E1 6AN,No,Comprehensive,3749
39,Female,Widowed,Retired,5,Audi Q5,312776,AL1 3NJ,No,Comprehensive,2948
46,Male,Married,Engineer,10,Toyota Camry,534346,SW1A 1AA,Yes,Liability-only,7306
25,Female,Single,IT Professional,5,Audi Q5,571607,SW1A 1AA,No,Liability-only,9251
28,Female,Single,Lawyer,17,Tesla Model S,152526,AL1 3NJ,No,Comprehensive,9092
58,Male,Widowed,Nurse,5,Ford F-150,418718,BS2 8JD,Yes,Liability-only,9524
54,Male,Single,Small Business Owner,15,Ford F-150,420877,PE1 1HA,Yes,Comprehensive,1189
31,Male,Divorced,IT Professional,13,Audi Q5,462434,PE1 1HA,No,Collision,7008
47,Female,Divorced,IT Professional,1,Tesla Model S,484937,TQ2 5HB,Yes,Liability-only,8482
52,Male,Widowed,Teacher,11,Audi Q5,186051,AL1 3NJ,No,Comprehensive,1295
38,Female,Single,Small Business Owner,1,Ford F-150,165909,M1 1AA,No,Liability-only,9368
54,Male,Single,Lawyer,11,Nissan Altima,632898,SW1A 1AA,No,Liability-only,9168
22,Male,Widowed,Small Business Owner,18,Honda Accord,227338,CW1 2BB,No,Comprehensive,1799
36,Female,Married,Nurse,18,Ford F-150,670551,PE1 1HA,Yes,Collision,9997
31,Female,Single,Driver,16,Honda Accord,440277,BS2 8JD,Yes,Comprehensive,8003
43,Female,Married,Engineer,13,Toyota Camry,331980,MK9 1AN,Yes,Liability-only,9406
21,Female,Single,Retired,7,Honda Accord,554494,AL1 3NJ,No,Comprehensive,3700
42,Female,Single,Driver,1,Nissan Altima,523690,MK9 1AN,No,Liability-only,9788
62,Female,Single,Engineer,16,Tesla Model S,466543,CW1 2BB,No,Comprehensive,6873
59,Female,Single,Driver,1,Honda Accord,381946,CV1 2WT,Yes,Collision,5714
42,Female,Divorced,Retired,17,BMW X5,600180,SW1A 1AA,Yes,Collision,7491
35,Male,Married,Sales Associate,6,Hyundai Elantra,314164,OL4 1ES,No,Collision,9333
57,Female,Married,Small Business Owner,2,Ford F-150,239407,CW1 2BB,Yes,Collision,3839
25,Female,Single,Driver,17,Tesla Model S,356329,PE1 1HA,Yes,Comprehensive,4513
56,Male,Single,Nurse,6,Toyota Corolla,647165,OL4 1ES,Yes,Collision,2135
57,Female,Married,Lawyer,14,Toyota Camry,613238,PE1 1HA,Yes,Comprehensive,7357
31,Male,Divorced,Student,18,Hyundai Elantra,375295,TQ2 5HB,No,Liability-only,3247
49,Male,Widowed,Nurse,6,BMW X5,152019,BS2 8JD,Yes,Liability-only,7548
55,Female,Widowed,Retired,10,Buick Encore,299776,SE1 8DP,No,Liability-only,5516
50,Male,Married,Lawyer,18,Nissan Altima,299102,DN1 1QR,Yes,Collision,5102
40,Female,Single,Nurse,9,Audi Q5,539027,TQ2 5HB,No,Collision,2548
32,Male,Single,IT Professional,8,Hyundai Elantra,153420,CW1 2BB,No,Collision,7532
50,Male,Divorced,Small Business Owner,10,Tesla Model S,328725,OL4 1ES,Yes,Liability-only,5511
42,Male,Widowed,Lawyer,17,Tesla Model S,691028,BS2 8JD,No,Liability-only,3831
34,Female,Divorced,IT Professional,6,Tesla Model S,477407,PE1 1HA,No,Liability-only,4062
50,Female,Widowed,Nurse,14,Toyota Camry,693753,CW1 2BB,Yes,Liability-only,8975
64,Male,Married,Engineer,6,Honda Accord,594648,BS2 8JD,No,Comprehensive,4052
19,Male,Widowed,Teacher,7,Ford F-150,678419,SW1A 1AA,Yes,Comprehensive,8210
31,Female,Divorced,Engineer,12,Buick Encore,684940,PE1 1HA,No,Collision,4539
57,Female,Divorced,Small Business Owner,3,Audi Q5,608189,SE1 8DP,Yes,Collision,1526
57,Male,Divorced,Lawyer,14,Tesla Model S,459815,SE1 8DP,Yes,Liability-only,3807
56,Male,Married,Lawyer,19,Audi Q5,395289,BD1 3EB,Yes,Comprehensive,2753
23,Female,Widowed,Small Business Owner,16,Toyota Corolla,239342,DN1 1QR,Yes,Comprehensive,7882
23,Female,Widowed,IT Professional,7,Toyota Camry,431315,E1 6AN,Yes,Collision,2654
20,Female,Divorced,Teacher,8,Tesla Model S,367201,DN1 1QR,No,Comprehensive,5841
24,Female,Widowed,Nurse,18,Toyota Corolla,409820,BS2 8JD,No,Collision,5041
25,Female,Single,Retired,13,Buick Encore,336764,E1 6AN,Yes,Liability-only,6024
59,Male,Single,Engineer,9,Buick Encore,208541,BD1 3EB,No,Liability-only,9965
32,Female,Single,Engineer,10,Ford F-150,159470,M1 1AA,No,Collision,9734
64,Male,Widowed,Student,9,BMW X5,285669,CW1 2BB,No,Liability-only,5417
46,Female,Married,Teacher,15,Ford F-150,311860,SW1A 1AA,Yes,Liability-only,9977
50,Male,Married,Retired,2,Honda Accord,199477,PE1 1HA,Yes,Comprehensive,5635
47,Female,Married,Engineer,13,Audi Q5,445215,AL1 3NJ,No,Comprehensive,3883
56,Female,Married,Retired,2,Nissan Altima,613819,E1 6AN,Yes,Comprehensive,6884
44,Male,Single,Nurse,19,Buick Encore,605139,E1 6AN,Yes,Comprehensive,1448
53,Male,Single,Lawyer,2,Nissan Altima,220560,BS2 8JD,No,Comprehensive,4310
46,Female,Divorced,Retired,3,Toyota Camry,600708,CW1 2BB,Yes,Collision,5585
55,Female,Widowed,Engineer,6,Hyundai Elantra,574986,BS2 8JD,Yes,Collision,9108
50,Female,Widowed,IT Professional,3,Tesla Model S,488906,SE1 8DP,Yes,Comprehensive,5409
54,Female,Married,Teacher,10,Toyota Camry,316471,SW1A 1AA,Yes,Liability-only,8873
44,Female,Single,Small Business Owner,6,Buick Encore,664295,E1 6AN,Yes,Liability-only,7051
50,Male,Married,Driver,16,Toyota Corolla,394413,MK9 1AN,No,Collision,9576
21,Male,Divorced,Sales Associate,17,Audi Q5,338511,CW1 2BB,Yes,Collision,1294
39,Female,Widowed,Sales Associate,19,Nissan Altima,676657,CV1 2WT,Yes,Collision,2238
19,Male,Widowed,Driver,3,Ford F-150,522107,M1 1AA,No,Liability-only,9041
27,Male,Married,Retired,18,Hyundai Elantra,378629,PE1 1HA,No,Collision,3816
22,Male,Divorced,Teacher,7,BMW X5,258806,BD1 3EB,Yes,Liability-only,2098
27,Female,Widowed,Retired,9,Toyota Camry,311386,M1 1AA,No,Collision,2737
50,Male,Divorced,Small Business Owner,12,BMW X5,185109,BD1 3EB,Yes,Liability-only,3189
55,Female,Divorced,Teacher,5,Nissan Altima,688207,E1 6AN,No,Collision,3765
30,Male,Married,Driver,3,Nissan Altima,459642,M1 1AA,Yes,Collision,2222
48,Female,Single,Retired,11,Tesla Model S,467952,M1 1AA,No,Liability-only,7549
64,Male,Married,Student,4,Toyota Corolla,525987,PE1 1HA,Yes,Collision,1410
53,Female,Single,Engineer,5,Toyota Corolla,656775,AL1 3NJ,No,Comprehensive,3945
62,Female,Divorced,IT Professional,1,Honda Accord,486564,PE1 1HA,Yes,Liability-only,9102
41,Male,Single,Lawyer,18,Ford F-150,572122,BS2 8JD,Yes,Collision,5786
32,Female,Divorced,IT Professional,12,Buick Encore,519591,AL1 3NJ,Yes,Liability-only,1786
46,Female,Widowed,Small Business Owner,13,Buick Encore,614702,M1 1AA,No,Collision,3109
25,Female,Widowed,Retired,9,Nissan Altima,216896,AL1 3NJ,No,Comprehensive,6446
22,Female,Widowed,Nurse,2,Toyota Camry,253431,SW1A 1AA,Yes,Collision,6835
46,Female,Married,Teacher,5,Audi Q5,565162,MK9 1AN,Yes,Collision,2986
64,Female,Married,Retired,13,Buick Encore,355338,AL1 3NJ,Yes,Comprehensive,9126
21,Female,Divorced,Teacher,16,Buick Encore,666915,BS2 8JD,Yes,Liability-only,8300
29,Female,Widowed,Lawyer,16,Toyota Camry,177738,CW1 2BB,No,Collision,6709
62,Male,Married,Student,3,Ford F-150,551679,E1 6AN,No,Collision,3403
19,Male,Widowed,IT Professional,4,Hyundai Elantra,207153,TQ2 5HB,No,Comprehensive,9262
44,Female,Married,Engineer,11,Toyota Corolla,211009,CW1 2BB,Yes,Liability-only,5401
48,Female,Single,Lawyer,14,Tesla Model S,634469,E1 6AN,Yes,Liability-only,7701
53,Male,Single,Lawyer,3,Tesla Model S,468415,CW1 2BB,No,Comprehensive,4295
53,Male,Widowed,IT Professional,16,Tesla Model S,498274,CW1 2BB,No,Comprehensive,9953
43,Male,Divorced,Lawyer,15,Toyota Camry,221942,BD1 3EB,No,Collision,3121
60,Female,Married,Nurse,10,Tesla Model S,268065,TQ2 5HB,No,Comprehensive,4582
44,Male,Married,Nurse,9,Nissan Altima,426109,TQ2 5HB,Yes,Comprehensive,5197
22,Female,Single,Sales Associate,11,Honda Accord,425877,AL1 3NJ,Yes,Comprehensive,6700
37,Female,Single,Sales Associate,16,Toyota Camry,596439,SE1 8DP,Yes,Liability-only,8232
28,Male,Divorced,Nurse,10,Toyota Camry,539326,TQ2 5HB,No,Comprehensive,5288
27,Female,Divorced,Driver,17,Toyota Corolla,669790,BS2 8JD,Yes,Collision,2085
57,Female,Divorced,Student,19,Tesla Model S,317466,CW1 2BB,No,Collision,9645
55,Female,Widowed,Teacher,2,BMW X5,520522,M1 1AA,No,Collision,3621
23,Female,Single,Student,2,Hyundai Elantra,440431,CV1 2WT,No,Comprehensive,9810
25,Male,Widowed,Small Business Owner,6,Honda Accord,232104,BD1 3EB,No,Liability-only,9828
40,Male,Single,Lawyer,19,Toyota Camry,499060,CV1 2WT,No,Comprehensive,3348
64,Female,Single,Engineer,8,Honda Accord,616783,OL4 1ES,Yes,Comprehensive,5874
43,Female,Married,Lawyer,3,Toyota Camry,630699,PE1 1HA,Yes,Collision,4036
63,Male,Single,Student,14,Ford F-150,382321,OL4 1ES,Yes,Comprehensive,3349
60,Female,Single,Nurse,16,Toyota Corolla,287837,E1 6AN,No,Liability-only,6743
29,Male,Widowed,IT Professional,1,Nissan Altima,594842,CW1 2BB,Yes,Collision,5432
43,Female,Single,Small Business Owner,3,Ford F-150,291879,TQ2 5HB,No,Liability-only,7175
30,Female,Widowed,Nurse,18,Audi Q5,160204,BS2 8JD,Yes,Liability-only,8265
57,Male,Divorced,Student,9,Tesla Model S,252903,M1 1AA,No,Liability-only,7103
35,Male,Single,IT Professional,6,Audi Q5,565874,SE1 8DP,No,Comprehensive,8358
42,Male,Single,Engineer,1,Hyundai Elantra,470692,SE1 8DP,Yes,Comprehensive,3031
50,Male,Widowed,Student,10,BMW X5,510591,BD1 3EB,No,Comprehensive,2249
64,Female,Divorced,Teacher,6,Nissan Altima,486239,BD1 3EB,Yes,Comprehensive,7808
57,Male,Married,Retired,12,Ford F-150,241594,BD1 3EB,Yes,Collision,4556
60,Female,Divorced,IT Professional,4,Honda Accord,500425,TQ2 5HB,Yes,Comprehensive,9519
29,Male,Widowed,Student,13,Honda Accord,652939,BD1 3EB,No,Collision,9988
61,Male,Divorced,Nurse,17,Hyundai Elantra,323620,MK9 1AN,No,Liability-only,6299
53,Female,Widowed,Teacher,8,Toyota Camry,291753,AL1 3NJ,No,Collision,4094
21,Male,Widowed,Driver,3,Honda Accord,288056,TQ2 5HB,No,Comprehensive,3977
22,Male,Married,IT Professional,12,Tesla Model S,308651,CW1 2BB,Yes,Collision,1962
54,Male,Single,Teacher,7,BMW X5,384347,SW1A 1AA,No,Comprehensive,6725
25,Male,Widowed,Nurse,12,Toyota Corolla,570615,CV1 2WT,Yes,Comprehensive,6489
59,Female,Widowed,Student,2,Tesla Model S,150944,CW1 2BB,Yes,Collision,2268
45,Female,Married,Lawyer,14,BMW X5,421258,MK9 1AN,No,Collision,6279
48,Male,Widowed,Engineer,5,Hyundai Elantra,358920,SW1A 1AA,No,Liability-only,1372
26,Male,Single,Lawyer,9,Tesla Model S,406805,CW1 2BB,Yes,Liability-only,5380
46,Male,Married,Retired,11,Toyota Corolla,444740,OL4 1ES,No,Liability-only,8617
31,Female,Single,Teacher,5,Toyota Corolla,405035,BS2 8JD,Yes,Liability-only,7279
57,Female,Single,Retired,3,Buick Encore,309186,M1 1AA,No,Liability-only,1095
58,Female,Married,Engineer,17,Toyota Camry,496990,E1 6AN,No,Collision,5369
39,Female,Widowed,Teacher,2,Hyundai Elantra,549263,BS2 8JD,Yes,Liability-only,4941
28,Male,Single,Sales Associate,1,Tesla Model S,440911,BD1 3EB,Yes,Collision,8021
40,Male,Single,Nurse,7,Nissan Altima,428491,CV1 2WT,Yes,Liability-only,4944
18,Male,Single,Teacher,14,Nissan Altima,252063,OL4 1ES,No,Comprehensive,6868
63,Female,Single,Nurse,5,Hyundai Elantra,698390,DN1 1QR,No,Liability-only,6396
54,Male,Married,Lawyer,19,Tesla Model S,678551,AL1 3NJ,No,Comprehensive,9041
38,Female,Married,Small Business Owner,11,Ford F-150,520729,CV1 2WT,Yes,Collision,1131
43,Female,Divorced,IT Professional,2,Ford F-150,217438,OL4 1ES,Yes,Liability-only,8290
63,Male,Divorced,Small Business Owner,8,Toyota Camry,246359,PE1 1HA,No,Collision,7516
53,Male,Single,Student,9,Tesla Model S,573756,DN1 1QR,Yes,Liability-only,6906
40,Male,Widowed,IT Professional,3,Toyota Corolla,644087,AL1 3NJ,No,Collision,1807
18,Female,Single,IT Professional,2,Honda Accord,618942,BD1 3EB,Yes,Liability-only,1050
57,Female,Widowed,Driver,7,Nissan Altima,606985,E1 6AN,No,Liability-only,6277
32,Male,Single,IT Professional,5,Tesla Model S,177690,BD1 3EB,No,Comprehensive,1055
38,Male,Divorced,Engineer,5,Tesla Model S,677282,MK9 1AN,No,Collision,4664
64,Female,Divorced,Small Business Owner,13,Honda Accord,253533,TQ2 5HB,Yes,Collision,1743
26,Male,Widowed,Lawyer,6,Honda Accord,217546,CV1 2WT,Yes,Collision,7030
26,Female,Single,Nurse,18,BMW X5,550593,BD1 3EB,No,Collision,9131
27,Female,Widowed,Student,2,Buick Encore,490716,PE1 1HA,No,Collision,1079
43,Male,Divorced,IT Professional,6,Toyota Camry,318050,BD1 3EB,No,Comprehensive,3966
58,Male,Single,Student,9,Nissan Altima,659082,OL4 1ES,No,Liability-only,4728
52,Male,Single,Lawyer,3,Honda Accord,663672,SE1 8DP,No,Comprehensive,5536
42,Male,Widowed,Student,1,Ford F-150,204607,DN1 1QR,No,Collision,1125
43,Female,Married,Lawyer,1,Hyundai Elantra,600626,BD1 3EB,Yes,Collision,6813
28,Female,Widowed,IT Professional,19,Ford F-150,171996,PE1 1HA,Yes,Liability-only,9410
55,Female,Divorced,Lawyer,5,BMW X5,233697,CW1 2BB,Yes,Comprehensive,1947
19,Male,Divorced,IT Professional,13,BMW X5,458166,CW1 2BB,Yes,Liability-only,1594
24,Female,Divorced,Driver,19,Honda Accord,502868,E1 6AN,No,Liability-only,6030
35,Male,Divorced,Driver,12,BMW X5,389190,E1 6AN,No,Comprehensive,1140
44,Male,Divorced,Lawyer,16,Toyota Corolla,158888,MK9 1AN,No,Liability-only,4055
51,Male,Married,Driver,19,Audi Q5,585413,DN1 1QR,Yes,Comprehensive,5205
44,Male,Single,Nurse,3,Tesla Model S,371432,E1 6AN,Yes,Comprehensive,6171
34,Male,Widowed,Nurse,12,Tesla Model S,511085,BS2 8JD,No,Collision,8782
